@RELATION Sasmos
@ATTRIBUTE class0 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class1 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class2 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class3 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class4 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class5 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class6 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class7 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class8 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class9 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}
@ATTRIBUTE class10 {guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,pagwto,pswmiMauro,xumos,kaisara,aggourontomata,guroKotopoulo,marouli,turokroketes,pswmiPolusporo,mpura,mpiftekiLaxanikwn,giaourtiMeli,nero,kalamari,milkshake,kotompoukies}

@DATA
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,patates,milkshake,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,patates,turokroketes,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,giaourtiMeli,milkshake,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,marouli,pswmiMauro,anapsuktiko,patates,giaourtiMeli,?,?,?
guroXoirino,kaisara,pagwto,?,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,patates,milkshake,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,turokroketes,giaourtiMeli,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,turokroketes,?,?,?,?,?
pswmiMauro,xumos,kaisara,froutosalata,giaourtiMeli,?,?,?,?,?,?
pswmiMauro,xumos,kaisara,patates,giaourtiMeli,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,aggourontomata,patates,giaourtiMeli,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,marouli,pswmiMauro,anapsuktiko,kaisara,froutosalata,patates,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,aggourontomata,patates,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,patates,giaourtiMeli,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,aggourontomata,patates,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,patates,giaourtiMeli,milkshake,?,?,?
mpiftekiLaxanikwn,marouli,pswmiPolusporo,anapsuktiko,turokroketes,?,?,?,?,?,?
mpiftekiLaxanikwn,xwriatikh,pswmiPolusporo,anapsuktiko,turokroketes,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,aggourontomata,patates,milkshake,?,?,?,?
guroKotopoulo,xwriatikh,marouli,patates,giaourtiMeli,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,patates,pagwto,?,?
mpiftekiLaxanikwn,xwriatikh,pswmiPolusporo,anapsuktiko,turokroketes,pagwto,?,?,?,?,?
marouli,pswmiMauro,nero,xumos,kaisara,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,patates,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,nero,patates,giaourtiMeli,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,patates,turokroketes,pagwto
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,patates,giaourtiMeli,?,?
guroKotopoulo,xwriatikh,marouli,patates,pagwto,?,?,?,?,?,?
mpiftekiLaxanikwn,pswmiMauro,pswmiPolusporo,anapsuktiko,froutosalata,turokroketes,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,kaisara,aggourontomata,patates,milkshake,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,aggourontomata,patates,turokroketes,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,?,?,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,mpura,anapsuktiko,patates,pagwto,giaourtiMeli,?
xwriatikh,milkshake,?,?,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,patates,pagwto,?,?,?
kalamari,xwriatikh,saganaki,turokroketes,giaourtiMeli,?,?,?,?,?,?
mpiftekiLaxanikwn,saganaki,pswmiPolusporo,anapsuktiko,turokroketes,?,?,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,pswmiLeuko,xumos,patates,giaourtiMeli,?,?,?,?
mpiftekiLaxanikwn,anapsuktiko,patates,turokroketes,giaourtiMeli,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,anapsuktiko,aggourontomata,patates,turokroketes,milkshake,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,aggourontomata,patates,turokroketes,milkshake,?
pswmiMauro,xumos,kaisara,giaourtiMeli,?,?,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,aggourontomata,patates,giaourtiMeli,?,?,?,?
saganaki,xumos,?,?,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,nero,kaisara,patates,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,nero,aggourontomata,patates,giaourtiMeli,?
mpiftekiLaxanikwn,marouli,pswmiPolusporo,anapsuktiko,turokroketes,?,?,?,?,?,?
mpiftekiLaxanikwn,xwriatikh,pswmiPolusporo,anapsuktiko,turokroketes,?,?,?,?,?,?
xwriatikh,pswmiMauro,xumos,kaisara,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,aggourontomata,patates,turokroketes,pagwto,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,turokroketes,pagwto,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,aggourontomata,patates,?,?
kalamari,xwriatikh,marouli,mpura,nero,aggourontomata,patates,pagwto,?,?,?
kalamari,xwriatikh,marouli,mpura,nero,patates,giaourtiMeli,?,?,?,?
kalamari,xwriatikh,marouli,mpura,nero,patates,turokroketes,milkshake,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,?,?,?,?,?,?
pswmiMauro,xumos,kaisara,pagwto,?,?,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,froutosalata,patates,turokroketes,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,patates,turokroketes,?,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,froutosalata,turokroketes,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,nero,aggourontomata,patates,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,mpura,anapsuktiko,froutosalata,patates,turokroketes,?
kalamari,xwriatikh,saganaki,marouli,mpura,froutosalata,patates,?,?,?,?
pswmiMauro,xumos,kaisara,pagwto,giaourtiMeli,milkshake,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,aggourontomata,patates,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,aggourontomata,patates,?,?,?,?
pswmiMauro,xumos,kaisara,patates,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,patates,turokroketes,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,marouli,pswmiMauro,anapsuktiko,aggourontomata,patates,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,kaisara,patates,milkshake,?,?
guroXoirino,kotompeikon,xwriatikh,marouli,pswmiLeuko,anapsuktiko,nero,patates,pagwto,?,?
guroXoirino,kotompeikon,xwriatikh,marouli,pswmiLeuko,anapsuktiko,froutosalata,patates,giaourtiMeli,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,aggourontomata,patates,turokroketes,pagwto,?
pswmiMauro,xumos,kaisara,milkshake,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,patates,pagwto,?,?
kalamari,xwriatikh,saganaki,turokroketes,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,patates,milkshake,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,patates,turokroketes,?,?,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,aggourontomata,patates,?,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,patates,giaourtiMeli,?,?,?
mpiftekiLaxanikwn,xwriatikh,pswmiMauro,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,?,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,aggourontomata,patates,giaourtiMeli,?,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,?,?,?,?,?,?
xwriatikh,saganaki,marouli,pswmiMauro,xumos,kaisara,?,?,?,?,?
mpiftekiLaxanikwn,xwriatikh,pswmiPolusporo,anapsuktiko,froutosalata,turokroketes,?,?,?,?,?
xwriatikh,aggourontomata,kotompoukies,?,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,nero,patates,?,?,?
patates,milkshake,?,?,?,?,?,?,?,?,?
pswmiMauro,xumos,kaisara,froutosalata,milkshake,?,?,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,turokroketes,giaourtiMeli,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,kaisara,patates,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,patates,?,?,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,froutosalata,patates,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,kaisara,froutosalata,patates,turokroketes,?
guroKotopoulo,xwriatikh,saganaki,marouli,patates,?,?,?,?,?,?
nero,patates,turokroketes,?,?,?,?,?,?,?,?
mpiftekiLaxanikwn,marouli,patates,?,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,froutosalata,patates,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,kaisara,patates,pagwto,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,froutosalata,patates,turokroketes,giaourtiMeli,?,?,?
xwriatikh,saganaki,pswmiMauro,xumos,kaisara,?,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,aggourontomata,patates,turokroketes,?,?,?,?
pswmiMauro,xumos,kaisara,aggourontomata,patates,?,?,?,?,?,?
mpiftekiLaxanikwn,marouli,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,?,?,?,?,?
guroXoirino,aggourontomata,?,?,?,?,?,?,?,?,?
kalamari,xwriatikh,saganaki,marouli,mpura,patates,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,nero,xumos,patates,milkshake,?,?,?,?
xwriatikh,marouli,pswmiMauro,xumos,kaisara,pagwto,?,?,?,?,?
kalamari,xwriatikh,saganaki,marouli,mpura,nero,patates,?,?,?,?
saganaki,pswmiMauro,xumos,kaisara,?,?,?,?,?,?,?
marouli,anapsuktiko,?,?,?,?,?,?,?,?,?
guroKotopoulo,saganaki,marouli,pswmiLeuko,nero,xumos,patates,?,?,?,?
mpiftekiLaxanikwn,saganaki,pswmiPolusporo,anapsuktiko,froutosalata,turokroketes,?,?,?,?,?
marouli,pswmiMauro,xumos,kaisara,froutosalata,milkshake,?,?,?,?,?
pswmiMauro,xumos,kaisara,aggourontomata,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,nero,patates,milkshake,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,turokroketes,giaourtiMeli,?,?,?,?,?,?
guroKotopoulo,kotompeikon,kaisara,?,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,aggourontomata,patates,turokroketes,?
kalamari,xwriatikh,saganaki,marouli,mpura,patates,giaourtiMeli,?,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,giaourtiMeli,milkshake,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,kaisara,patates,turokroketes,?,?
marouli,pswmiMauro,xumos,kaisara,pagwto,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,patates,giaourtiMeli,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,nero,patates,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,nero,patates,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,patates,turokroketes,giaourtiMeli,?
aggourontomata,patates,turokroketes,?,?,?,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,patates,milkshake,?,?,?,?,?
mpiftekiLaxanikwn,xwriatikh,saganaki,aggourontomata,patates,?,?,?,?,?,?
guroXoirino,kaisara,?,?,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,froutosalata,patates,turokroketes,pagwto,?
xwriatikh,pswmiMauro,xumos,kaisara,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,patates,turokroketes,milkshake,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,milkshake,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,patates,turokroketes,pagwto,giaourtiMeli,?,?
kalamari,xwriatikh,marouli,mpura,nero,froutosalata,patates,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,nero,patates,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,nero,kaisara,patates,giaourtiMeli,?
mpiftekiLaxanikwn,xwriatikh,pswmiPolusporo,anapsuktiko,aggourontomata,patates,turokroketes,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,pagwto,milkshake,?,?,?,?
pswmiMauro,xumos,kaisara,giaourtiMeli,?,?,?,?,?,?,?
pswmiMauro,nero,xumos,kaisara,pagwto,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,turokroketes,?,?,?,?,?
marouli,pswmiMauro,nero,xumos,kaisara,pagwto,?,?,?,?,?
mpiftekiLaxanikwn,saganaki,pswmiPolusporo,anapsuktiko,aggourontomata,turokroketes,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,nero,xumos,patates,turokroketes,giaourtiMeli,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,patates,turokroketes,?,?,?,?,?
mpiftekiLaxanikwn,saganaki,marouli,?,?,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,nero,froutosalata,patates,?,?,?,?
kalamari,xwriatikh,saganaki,marouli,mpura,aggourontomata,froutosalata,patates,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,nero,aggourontomata,patates,turokroketes,?,?
anapsuktiko,nero,kaisara,?,?,?,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,patates,turokroketes,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,aggourontomata,patates,pagwto,milkshake,?,?,?
kalamari,xwriatikh,giaourtiMeli,milkshake,?,?,?,?,?,?,?
mpiftekiLaxanikwn,saganaki,pswmiPolusporo,anapsuktiko,turokroketes,giaourtiMeli,milkshake,?,?,?,?
pswmiMauro,xumos,kaisara,pagwto,?,?,?,?,?,?,?
saganaki,marouli,pswmiMauro,xumos,kaisara,milkshake,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,aggourontomata,patates,?,?,?,?,?
marouli,aggourontomata,kotompoukies,turokroketes,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiMauro,anapsuktiko,nero,patates,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,nero,patates,pagwto,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiMauro,anapsuktiko,nero,patates,?,?,?,?
pswmiMauro,nero,xumos,kaisara,?,?,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,nero,xumos,patates,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,nero,patates,turokroketes,?
kalamari,saganaki,turokroketes,?,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,kaisara,aggourontomata,froutosalata,patates,?,?,?
guroKotopoulo,xwriatikh,marouli,froutosalata,patates,?,?,?,?,?,?
mpiftekiLaxanikwn,xwriatikh,pswmiPolusporo,anapsuktiko,nero,turokroketes,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,patates,milkshake,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiMauro,anapsuktiko,nero,patates,giaourtiMeli,?,?,?
mpiftekiLaxanikwn,marouli,pswmiMauro,pswmiPolusporo,anapsuktiko,nero,turokroketes,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,patates,giaourtiMeli,milkshake,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,patates,turokroketes,milkshake,?,?
mpiftekiLaxanikwn,xwriatikh,marouli,froutosalata,?,?,?,?,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,nero,patates,turokroketes,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,froutosalata,patates,?,?,?,?,?
guroKotopoulo,saganaki,pswmiLeuko,xumos,aggourontomata,patates,milkshake,?,?,?,?
pswmiMauro,xumos,kaisara,giaourtiMeli,milkshake,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,aggourontomata,patates,?,?,?,?,?
pswmiMauro,nero,xumos,kaisara,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,aggourontomata,patates,turokroketes,giaourtiMeli,?
kalamari,xwriatikh,marouli,mpura,patates,milkshake,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,giaourtiMeli,milkshake,?,?,?,?
kalamari,xwriatikh,marouli,mpura,aggourontomata,patates,turokroketes,?,?,?,?
xwriatikh,kaisara,kotompoukies,giaourtiMeli,milkshake,?,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,mpura,anapsuktiko,aggourontomata,patates,?,?,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,turokroketes,giaourtiMeli,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,aggourontomata,patates,turokroketes,pagwto,?
saganaki,marouli,pswmiMauro,xumos,kaisara,giaourtiMeli,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,patates,pagwto,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,pagwto,?,?,?,?,?
kalamari,xwriatikh,saganaki,marouli,mpura,patates,giaourtiMeli,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,patates,turokroketes,?,?
nero,aggourontomata,patates,?,?,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,anapsuktiko,patates,turokroketes,milkshake,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiMauro,anapsuktiko,froutosalata,patates,giaourtiMeli,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,patates,giaourtiMeli,?,?,?,?,?
guroKotopoulo,xwriatikh,marouli,aggourontomata,patates,?,?,?,?,?,?
pswmiMauro,xumos,kaisara,patates,?,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,patates,turokroketes,pagwto,milkshake,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,patates,milkshake,?,?,?
kalamari,xwriatikh,marouli,mpura,aggourontomata,froutosalata,patates,?,?,?,?
mpiftekiLaxanikwn,marouli,pswmiPolusporo,anapsuktiko,patates,turokroketes,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiMauro,anapsuktiko,nero,patates,giaourtiMeli,?,?,?
kalamari,xwriatikh,marouli,mpura,aggourontomata,patates,giaourtiMeli,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,nero,kaisara,patates
saganaki,patates,pagwto,?,?,?,?,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,mpura,anapsuktiko,nero,patates,?,?
guroXoirino,kotompeikon,xwriatikh,marouli,pswmiMauro,anapsuktiko,patates,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,nero,patates,turokroketes,?
mpiftekiLaxanikwn,pswmiPolusporo,anapsuktiko,froutosalata,turokroketes,?,?,?,?,?,?
kalamari,xwriatikh,marouli,mpura,nero,patates,giaourtiMeli,?,?,?,?
mpiftekiLaxanikwn,anapsuktiko,patates,turokroketes,?,?,?,?,?,?,?
guroKotopoulo,saganaki,marouli,pswmiLeuko,xumos,froutosalata,patates,turokroketes,giaourtiMeli,?,?
kalamari,xwriatikh,saganaki,marouli,mpura,anapsuktiko,aggourontomata,patates,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,marouli,pswmiLeuko,anapsuktiko,patates,turokroketes,milkshake,?
guroKotopoulo,xwriatikh,saganaki,pswmiLeuko,xumos,aggourontomata,froutosalata,patates,giaourtiMeli,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,kaisara,patates,turokroketes,milkshake,?,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,froutosalata,patates,pagwto,?
guroKotopoulo,xwriatikh,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,nero,patates,turokroketes,pagwto
nero,kaisara,milkshake,?,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,patates,turokroketes,pagwto,?,?,?
mpiftekiLaxanikwn,xwriatikh,marouli,froutosalata,?,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,patates,pagwto,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,mpura,anapsuktiko,patates,turokroketes,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,patates,pagwto,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,pswmiPolusporo,mpura,anapsuktiko,aggourontomata,patates,turokroketes
guroKotopoulo,saganaki,marouli,pswmiLeuko,xumos,aggourontomata,patates,?,?,?,?
guroKotopoulo,xwriatikh,saganaki,pswmiLeuko,xumos,patates,giaourtiMeli,?,?,?,?
pswmiMauro,xumos,kaisara,aggourontomata,pagwto,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,patates,pagwto,?,?,?
guroKotopoulo,xwriatikh,saganaki,marouli,pswmiMauro,nero,patates,giaourtiMeli,?,?,?
marouli,pswmiMauro,xumos,kaisara,pagwto,?,?,?,?,?,?
guroXoirino,kotompeikon,xwriatikh,pswmiLeuko,anapsuktiko,froutosalata,patates,giaourtiMeli,?,?,?
guroXoirino,kotompeikon,xwriatikh,saganaki,pswmiLeuko,anapsuktiko,patates,pagwto,?,?,?
